Type,Id,Summary,Company,Product,First Approved (year),Week,Subsequent Approvals,Latency,Rejections (before first approval),Approved 1st time,Quarter,Rework Week,Rework Quarter,Rework Year,Adj Week,Adj Quarter,Adj Year
Technical Teardown,CENPRO-17450,"Prod2 Technical Teardown - CNU: DevFlows: TT DevFlows UI v2.0 - 17450",DevFactory,CNU,2021,12,0,34,0,Y,1,,,,12,1,2021
Technical Teardown,CENPRO-17655,"Prod2 Technical Teardown - CNU: DevFlows: Node-RED - 17655",DevFactory,CNU,2021,19,0,80,0,Y,2,,,,19,2,2021
Technical Teardown,CENPRO-17656,"Prod2 Technical Teardown - CNU: DevFlows: Microsoft PowerAutomate - 17656",DevFactory,CNU,2021,22,0,101,0,Y,2,,,,22,2,2021
Technical Teardown,CENPRO-17657,"Prod2 Technical Teardown - CNU: DevFlows: Integromat - 17657",DevFactory,CNU,2021,17,0,67,0,Y,2,,,,17,2,2021
Technical Teardown,CENPRO-19356,"Prod2 Technical Teardown - CNU: DevFlows: Integromat DSL - 19356",DevFactory,CNU,2021,37,0,152,0,Y,3,,,,37,3,2021
Technical Teardown,CENPRO-19993,"Prod2 Technical Teardown - CNU: DevFlows: Deployment Architecture - 19993",DevFactory,CNU,2021,20,0,13,0,Y,2,,,,20,2,2021
Technical Teardown,CENPRO-22851,"Prod2 Technical Teardown - CNU: DevFlows: DevFlows - Tactical Roadmap - 22851",DevFactory,CNU,2021,33,0,30,0,Y,3,,,,33,3,2021
Technical Teardown,CENPRO-25262,"Prod2 Technical Teardown - CNU: DevFlows: DevFlows Adapters - 25262",DevFactory,CNU,2021,42,0,33,0,Y,4,,,,42,4,2021
New,CENPRO-17060,"Prod2 New - CNU: DevFlows: Zendesk Adapter - 17060",DevFactory,CNU,2021,24,0,131,0,Y,2,,,,24,2,2021
New,CENPRO-17062,"Prod2 New - CNU: DevFlows: Jira Adapter - 17062",DevFactory,CNU,2021,8,1,18,0,Y,1,,,,8,1,2021
New,CENPRO-17064,"Prod2 New - CNU: DevFlows: Google Chat Adapter - 17064",DevFactory,CNU,2021,7,0,11,0,Y,1,,,,7,1,2021
New,CENPRO-17065,"Prod2 New - CNU: DevFlows: Google Sheets Adapter - 17065",DevFactory,CNU,2021,13,2,55,0,Y,1,,,,13,1,2021
New,CENPRO-17622,"Prod2 New - CNU: DevFlows: Intacct Adapter - 17622",DevFactory,CNU,2021,11,1,25,0,Y,1,39,3,2021,39,3,2021
New,CENPRO-17645,"Prod2 New - CNU: DevFlows: Slack Adapter - 17645",DevFactory,CNU,2021,14,1,46,0,Y,2,,,,14,2,2021
New,CENPRO-17646,"Prod2 New - CNU: DevFlows: Microsoft Teams Adapter - 17646",DevFactory,CNU,2021,10,0,17,0,Y,1,,,,10,1,2021
New,CENPRO-17647,"Prod2 New - CNU: DevFlows: NetSuite Adapter - 17647",DevFactory,CNU,2021,11,1,25,0,Y,1,29,3,2021,29,3,2021
New,CENPRO-17648,"Prod2 New - CNU: DevFlows: S3 Adapter - 17648",DevFactory,CNU,2021,15,2,52,0,Y,2,,,,15,2,2021
New,CENPRO-17649,"Prod2 New - CNU: DevFlows: Pinpoint Adapter - 17649",DevFactory,CNU,2021,17,0,67,0,Y,2,,,,17,2,2021
New,CENPRO-17651,"Prod2 New - CNU: DevFlows: Redshift Adapter - 17651",DevFactory,CNU,2021,13,1,39,0,Y,1,,,,13,1,2021
New,CENPRO-17652,"Prod2 New - CNU: DevFlows: S3 + Athena + Quicksight Adapter - 17652",DevFactory,CNU,2021,15,2,53,0,Y,2,,,,15,2,2021
New,CENPRO-17653,"Prod2 New - CNU: DevFlows: RDS SQL Query Node - 17653",DevFactory,CNU,2021,14,3,45,0,Y,2,,,,14,2,2021
New,CENPRO-17654,"Prod2 New - CNU: DevFlows: Neptune Adapter - 17654",DevFactory,CNU,2021,12,1,31,0,Y,1,40,4,2021,40,4,2021
New,CENPRO-17664,"Prod2 New - CNU: DevFlows: INPUT Node Type - 17664",DevFactory,CNU,2021,9,2,10,0,Y,1,,,,9,1,2021
New,CENPRO-18033,"Prod2 New - CNU: DevFlows: QUERY Node Type - 18033",DevFactory,CNU,2021,13,0,29,0,Y,1,,,,13,1,2021
New,CENPRO-18034,"Prod2 New - CNU: DevFlows: AWS Accounts in DevFlows - 18034",DevFactory,CNU,2021,14,1,35,0,Y,2,,,,14,2,2021
New,CENPRO-18059,"Prod2 New - CNU: DevFlows: RSS Feed Adapter - 18059",DevFactory,CNU,2021,14,1,34,0,Y,2,,,,14,2,2021
New,CENPRO-18313,"Prod2 New - CNU: DevFlows: Scheduled Event Adapter - 18313",DevFactory,CNU,2021,11,1,5,0,Y,1,,,,11,1,2021
New,CENPRO-19665,"Prod2 New - CNU: DevFlows: Flow Versioning - 19665",DevFactory,CNU,2021,30,1,92,0,Y,3,50,4,2021,50,4,2021
New,CENPRO-19851,"Prod2 New - CNU: DevFlows: Quickbooks Adapter - 19851",DevFactory,CNU,2021,20,1,17,0,Y,2,,,,20,2,2021
New,CENPRO-19853,"Prod2 New - CNU: DevFlows: AWS Forecast Adapter - 19853",DevFactory,CNU,2021,19,0,10,0,Y,2,,,,19,2,2021
New,CENPRO-19860,"Prod2 New - CNU: DevFlows: AWS Personalize Adapter - 19860",DevFactory,CNU,2021,37,0,136,0,Y,3,,,,37,3,2021
New,CENPRO-19970,"Prod2 New - CNU: DevFlows: OAuth - 19970",DevFactory,CNU,2021,21,0,21,0,Y,2,,,,21,2,2021
New,CENPRO-20554,"Prod2 New - CNU: DevFlows: Adapter for Marketo - 20554",DevFactory,CNU,2021,21,0,4,0,Y,2,,,,21,2,2021
New,CENPRO-20789,"Prod2 New - CNU: DevFlows: Dynamic schemas - 20789",DevFactory,CNU,2021,31,0,67,0,Y,3,,,,31,3,2021
New,CENPRO-22796,"Prod2 New - CNU: DevFlows: Query QuickBooks report entities - 22796",DevFactory,CNU,2021,36,0,54,0,Y,3,,,,36,3,2021
New,CENPRO-24507,"Prod2 New - CNU: DevFlows: EventBridge Adapter - 24507",DevFactory,CNU,2021,36,0,16,0,Y,3,,,,36,3,2021
New,CENPRO-24508,"Prod2 New - CNU: DevFlows: SQS Adapter - 24508",DevFactory,CNU,2021,36,0,14,0,Y,3,,,,36,3,2021
New,CENPRO-24509,"Prod2 New - CNU: DevFlows: SNS Adapter - 24509",DevFactory,CNU,2021,36,0,16,0,Y,3,,,,36,3,2021
New,CENPRO-24751,"Prod2 New - CNU: DevFlows: Kinesis Data Streams Adapter - 24751",DevFactory,CNU,2021,36,0,12,0,Y,3,,,,36,3,2021
Roadmap,CENPRO-16276,"Prod2 Roadmap - CNU: DevFlows: DevFlows - 16276",DevFactory,CNU,2021,6,0,34,0,Y,1,,,,6,1,2021
Roadmap,CENPRO-17611,"Prod3 Roadmap - CNU: DevFlows: DevFlows - 17611",DevFactory,CNU,2021,9,0,10,0,Y,1,,,,9,1,2021
Code Level Cost Reduction,CENPRO-18984,"Prod2 Code Level Cost Reduction - School Loop: School Loop Product Suite: School Loop CR - 18984",Think3,School Loop,2021,22,0,60,0,Y,2,,,,22,2,2021
New,CENPRO-26406,"Prod2 New - Totogi: BSS: Access layer - 26406",TelcoDR,Totogi,2022,3,0,77,0,Y,1,,,,3,1,2022
Technical Teardown,CENPRO-23910,"Prod2 Technical Teardown - DevFactory: Education Platform: Carnegie Learning: MATHia - 23910",DevFactory,DevFactory,2022,3,0,161,0,Y,1,,,,3,1,2022
Cost Optimization,CENPRO-24925,"CO1 Cost Optimization - DevFactory: Cost Optimization Product: CO1 - Upgrade non-Aurora RDS to Graviton - 24925",DevFactory,DevFactory,2022,3,0,137,0,Y,1,,,,3,1,2022
Cost Optimization,CENPRO-26504,"CO1 Cost Optimization - DevFactory: Cost Optimization Product: CO1 - Switch DynamoDB table class based on usage - 26504",DevFactory,DevFactory,2022,3,0,53,0,Y,1,,,,3,1,2022
Technical Teardown,CENPRO-21609,"Prod2 Technical Teardown - DevFactory: Education Platform: Alpha - CoachBot - 21609",DevFactory,DevFactory,2022,2,0,211,0,Y,1,,,,2,1,2022
Technical Teardown,CENPRO-26207,"Prod2 Technical Teardown - DevFactory: Education Platform: Open Learning Initiative (OLI) - 26207",DevFactory,DevFactory,2022,2,0,87,0,Y,1,,,,2,1,2022
Technical Teardown,CENPRO-26377,"Prod2 Technical Teardown - DevFactory: Education Platform: Mathseeds - 26377",DevFactory,DevFactory,2022,2,0,74,0,Y,1,,,,2,1,2022
Technical Teardown,CENPRO-26316,"Prod2 Technical Teardown - DevFactory: Education Platform: Amplify Fractions - 26316",DevFactory,DevFactory,2022,2,0,78,0,Y,1,,,,2,1,2022
Technical Teardown,CENPRO-21813,"Prod2 Technical Teardown - DevFactory: Education Platform: OpenEdx - 21813",DevFactory,DevFactory,2022,2,0,206,0,Y,1,,,,2,1,2022
Technical Teardown,CENPRO-26314,"Prod2 Technical Teardown - DevFactory: Education Platform: Amplify Reading - 26314",DevFactory,DevFactory,2022,2,0,78,0,Y,1,,,,2,1,2022
WU Design,CENPRO-26655,"Prod2 WU Design - DevFactory: Central Process: TT - Final Assembly - 26655",DevFactory,DevFactory,2022,2,1,6,0,Y,1,,,,2,1,2022
Technical Teardown,CENPRO-26378,"Prod2 Technical Teardown - DevFactory: Education Platform: Reading Eggspress - 26378",DevFactory,DevFactory,2022,2,0,74,0,Y,1,,,,2,1,2022
Technical Teardown,CENPRO-26380,"Prod2 Technical Teardown - DevFactory: Education Platform: Night Zookeeper - 26380",DevFactory,DevFactory,2022,2,0,74,0,Y,1,,,,2,1,2022
Technical Teardown,CENPRO-26381,"Prod2 Technical Teardown - DevFactory: Education Platform: NoRedInk - 26381",DevFactory,DevFactory,2022,2,0,74,0,Y,1,,,,2,1,2022
WU Design,CENPRO-24944,"Prod2 WU Design - DevFactory: Central Process: Edge Detail - WU - 24944",DevFactory,DevFactory,2021,37,1,11,0,Y,3,3,1,2022,3,1,2022
WU Design,CENPRO-17228,"Prod2 WU Design - DevFactory: Central Process: Core Data Structures - WU - 17228",DevFactory,DevFactory,2021,28,1,152,0,Y,3,3,1,2022,3,1,2022
WU Design,CENPRO-26664,"Prod2 WU Design - DevFactory: Central Process: CR - Scope - 26664",DevFactory,DevFactory,2022,3,0,13,0,Y,1,,,,3,1,2022
Technical Teardown,CENPRO-26588,"Prod2 Technical Teardown - CNU: Insights: DuplicateFixer in the CAP Insights product - 26588",DevFactory,CNU,2022,3,0,29,0,Y,1,,,,3,1,2022
Playbook,CENPRO-18245,"Prod2 Playbook - DevFactory: Central Process: DevFlows Adapters - 18245",DevFactory,DevFactory,2021,12,2,13,0,Y,1,3,1,2022,3,1,2022
Rebuild,CENPRO-7036,"Prod2 Rebuild - StreetSmart: StreetSmart: 5K Rebuild of StreetSmart Mobile - 7036",Avolin,StreetSmart,2020,7,1,97,0,Y,1,,,,7,1,2020
Technical Teardown,CENPRO-16638,"Prod2 Technical Teardown - DevFactory: Education Platform: Knowre - 16638",DevFactory,DevFactory,2021,6,0,20,0,Y,1,,,,6,1,2021
Technical Teardown,CENPRO-16640,"Prod2 Technical Teardown - DevFactory: Education Platform: Khan - 16640",DevFactory,DevFactory,2021,29,0,180,0,Y,3,,,,29,3,2021
Technical Teardown,CENPRO-16641,"Prod2 Technical Teardown - DevFactory: Education Platform: Aleks - 16641",DevFactory,DevFactory,2021,29,0,180,0,Y,3,,,,29,3,2021
Technical Teardown,CENPRO-16642,"Prod2 Technical Teardown - DevFactory: Education Platform: Knewton - 16642",DevFactory,DevFactory,2021,48,0,316,0,Y,4,,,,48,4,2021
Technical Teardown,CENPRO-16643,"Prod2 Technical Teardown - DevFactory: Education Platform: Albert - 16643",DevFactory,DevFactory,2021,48,0,316,0,Y,4,,,,48,4,2021
Technical Teardown,CENPRO-16644,"Prod2 Technical Teardown - DevFactory: Education Platform: Glose - 16644",DevFactory,DevFactory,2021,35,0,226,0,Y,3,,,,35,3,2021
Technical Teardown,CENPRO-16645,"Prod2 Technical Teardown - DevFactory: Education Platform: Study - 16645",DevFactory,DevFactory,2021,48,0,316,0,Y,4,,,,48,4,2021
Technical Teardown,CENPRO-16646,"Prod2 Technical Teardown - DevFactory: Education Platform: ST Math - 16646",DevFactory,DevFactory,2021,48,0,316,0,Y,4,,,,48,4,2021
Technical Teardown,CENPRO-16647,"Prod2 Technical Teardown - DevFactory: Education Platform: Imagine Math - 16647",DevFactory,DevFactory,2021,48,0,316,0,Y,4,,,,48,4,2021
Technical Teardown,CENPRO-16648,"Prod2 Technical Teardown - DevFactory: Education Platform: Freckle - 16648",DevFactory,DevFactory,2021,29,0,180,0,Y,3,,,,29,3,2021
Technical Teardown,CENPRO-16649,"Prod2 Technical Teardown - DevFactory: Education Platform: RAZ - 16649",DevFactory,DevFactory,2021,48,0,316,0,Y,4,,,,48,4,2021
Technical Teardown,CENPRO-16650,"Prod2 Technical Teardown - DevFactory: Education Platform: NewsELA - 16650",DevFactory,DevFactory,2021,15,0,82,0,Y,2,,,,15,2,2021
Technical Teardown,CENPRO-16651,"Prod2 Technical Teardown - DevFactory: Education Platform: Commonlit - 16651",DevFactory,DevFactory,2021,35,0,226,0,Y,3,,,,35,3,2021
Technical Teardown,CENPRO-16652,"Prod2 Technical Teardown - DevFactory: Education Platform: IXL - 16652",DevFactory,DevFactory,2021,29,0,180,0,Y,3,,,,29,3,2021
Technical Teardown,CENPRO-16653,"Prod2 Technical Teardown - DevFactory: Education Platform: Lexia Core 5 - 16653",DevFactory,DevFactory,2021,48,0,316,0,Y,4,,,,48,4,2021
Technical Teardown,CENPRO-16654,"Prod2 Technical Teardown - DevFactory: Education Platform: Lexia PowerUp - 16654",DevFactory,DevFactory,2021,35,0,226,0,Y,3,,,,35,3,2021
Technical Teardown,CENPRO-16655,"Prod2 Technical Teardown - DevFactory: Education Platform: eGumpp - 16655",DevFactory,DevFactory,2021,48,0,316,0,Y,4,,,,48,4,2021
Technical Teardown,CENPRO-17280,"Prod2 Technical Teardown - DevFactory: Education Platform: AlgebraKit - 17280",DevFactory,DevFactory,2021,35,0,205,0,Y,3,,,,35,3,2021
Technical Teardown,CENPRO-18079,"Prod2 Technical Teardown - DevFactory: Education Platform: NWEA MAP Growth - 18079",DevFactory,DevFactory,2021,23,0,96,0,Y,2,,,,23,2,2021
Technical Teardown,CENPRO-19342,"Prod2 Technical Teardown - DevFactory: Education Platform: Lexile level determination and the process to reduce the lexile level - 19342",DevFactory,DevFactory,2021,35,0,143,0,Y,3,,,,35,3,2021
Technical Teardown,CENPRO-21363,"Prod2 Technical Teardown - DevFactory: Education Platform: MI Write - 21363",DevFactory,DevFactory,2021,32,0,59,0,Y,3,,,,32,3,2021
Technical Teardown,CENPRO-21364,"Prod2 Technical Teardown - DevFactory: Education Platform: MI Tutor - 21364",DevFactory,DevFactory,2021,37,0,94,0,Y,3,,,,37,3,2021
Technical Teardown,CENPRO-21584,"Prod2 Technical Teardown - DevFactory: Education Platform: DreamBox Learning - 21584",DevFactory,DevFactory,2021,31,0,47,0,Y,3,,,,31,3,2021
Technical Teardown,CENPRO-23899,"Prod2 Technical Teardown - DevFactory: Education Platform: IntelliMetric - 23899",DevFactory,DevFactory,2021,43,0,77,0,Y,4,,,,43,4,2021
Technical Teardown,CENPRO-23909,"Prod2 Technical Teardown - DevFactory: Education Platform: Century Tech: Century - 23909",DevFactory,DevFactory,2021,37,0,34,0,Y,3,,,,37,3,2021
Technical Teardown,CENPRO-23911,"Prod2 Technical Teardown - DevFactory: Education Platform: Area9: Lyceum - 23911",DevFactory,DevFactory,2021,35,0,20,0,Y,3,,,,35,3,2021
Technical Teardown,CENPRO-24664,"Prod2 Technical Teardown - DevFactory: Education Platform: i-Ready Assessment - 24664",DevFactory,DevFactory,2021,37,0,17,0,Y,3,,,,37,3,2021
Technical Teardown,CENPRO-24837,"Prod2 Technical Teardown - DevFactory: Education Platform: Lexia Rapid Assessment - 24837",DevFactory,DevFactory,2021,44,0,63,0,Y,4,,,,44,4,2021
Technical Teardown,CENPRO-25145,"Prod2 Technical Teardown - DevFactory: Education Platform: BYJU's - 25145",DevFactory,DevFactory,2021,44,0,54,0,Y,4,,,,44,4,2021
Technical Teardown,CENPRO-25146,"Prod2 Technical Teardown - DevFactory: Education Platform: WhiteHat Jr - 25146",DevFactory,DevFactory,2021,38,0,12,0,Y,3,,,,38,3,2021
Technical Teardown,CENPRO-25785,"Prod2 Technical Teardown - DevFactory: Education Platform: Lumen OHM - 25785",DevFactory,DevFactory,2021,43,0,26,0,Y,4,,,,43,4,2021
Technical Teardown,CENPRO-26313,"Prod2 Technical Teardown - DevFactory: Education Platform: Amplify mClass - 26313",DevFactory,DevFactory,2021,46,0,18,0,Y,4,,,,46,4,2021
Technical Teardown,CENPRO-26376,"Prod2 Technical Teardown - DevFactory: Education Platform: NWEA MAP Accelerator - 26376",DevFactory,DevFactory,2021,49,0,31,0,Y,4,,,,49,4,2021
Technical Teardown,CENPRO-26379,"Prod2 Technical Teardown - DevFactory: Education Platform: Koantum - 26379",DevFactory,DevFactory,2021,45,0,7,0,Y,4,,,,45,4,2021
Technical Teardown,CENPRO-11557,"Prod2 Technical Teardown - CNU: CloudFix: CloudFix - 11557",DevFactory,CNU,2020,38,1,66,0,Y,3,,,,38,3,2020
Change,CENPRO-26103,"Prod2 Change - Central Core: ALP: Define content of Cost Reduction Specs 2.0 - 26103",DevFactory,Central Core,2021,45,0,27,1,N,4,,,,45,4,2021
Rebuild,CENPRO-25652,"Prod2 Rebuild - InsideSales: Playbooks Email: Playbooks Email - 25652",Aurea Enterprise,InsideSales,2021,41,1,17,0,Y,4,,,,41,4,2021
Technical Teardown,CENPRO-25305,"Prod2 Technical Teardown - InsideSales: AI / Collective Intelligence: AI / Collective Intelligence - 25305",Aurea Enterprise,InsideSales,2021,49,0,81,0,Y,4,,,,49,4,2021
Code Level Cost Reduction,CENPRO-22418,"Prod2 Code Level Cost Reduction - Jive: Jive R2E2: Optimize Compute - 22418",Aurea Jive,Jive,2021,40,0,86,0,Y,4,,,,40,4,2021
New,CENPRO-22111,"Prod2 New - DF 3rd Party: TM Forum API: GraphQL and REST APIs for TMForum - 22111",DevFactory,DF 3rd Party,2021,34,0,52,0,Y,3,,,,34,3,2021
Code Level Cost Reduction,CENPRO-21808,"Prod2 Code Level Cost Reduction - Jive: Jive Cloud: Jive ElasticSearch CR - 21808",Aurea Jive,Jive,2021,34,3,62,0,Y,3,,,,34,3,2021
Technical Teardown,CENPRO-21757,"Prod2 Technical Teardown - DevFactory: Other: API Logic Server - 21757",DevFactory,DevFactory,2021,44,0,140,0,Y,4,,,,44,4,2021
New,CENPRO-20844,"Prod2 New - DF 3rd Party: TM Forum API: Customer Engagement - Sales - 20844",DevFactory,DF 3rd Party,2021,24,0,17,0,Y,2,,,,24,2,2021
New,CENPRO-20842,"Prod2 New - DF 3rd Party: TM Forum API: Customer Engagement - Order Management - 20842",DevFactory,DF 3rd Party,2021,24,0,17,0,Y,2,,,,24,2,2021
New,CENPRO-20841,"Prod2 New - DF 3rd Party: TM Forum API: Network - Performance Management - 20841",DevFactory,DF 3rd Party,2021,26,0,32,0,Y,2,,,,26,2,2021
New,CENPRO-20840,"Prod2 New - DF 3rd Party: TM Forum API: OSS/BSS - Operations - 20840",DevFactory,DF 3rd Party,2021,28,0,45,0,Y,3,,,,28,3,2021
New,CENPRO-20839,"Prod2 New - DF 3rd Party: TM Forum API: OSS/BSS - Order Management - 20839",DevFactory,DF 3rd Party,2021,26,0,32,0,Y,2,,,,26,2,2021
New,CENPRO-20838,"Prod2 New - DF 3rd Party: TM Forum API: Customer Engagement - Digital Commerce - 20838",DevFactory,DF 3rd Party,2021,25,0,23,0,Y,2,,,,25,2,2021
New,CENPRO-20837,"Prod2 New - DF 3rd Party: TM Forum API: OSS/BSS - Digital Commerce - 20837",DevFactory,DF 3rd Party,2021,24,1,17,0,Y,2,,,,24,2,2021
New,CENPRO-20836,"Prod2 New - DF 3rd Party: TM Forum API: OSS/BSS - Enterprise Management - 20836",DevFactory,DF 3rd Party,2021,25,1,23,0,Y,2,,,,25,2,2021
New,CENPRO-20835,"Prod2 New - DF 3rd Party: TM Forum API: OSS/BSS - Billing & Finance - 20835",DevFactory,DF 3rd Party,2021,33,0,77,0,Y,3,,,,33,3,2021
New,CENPRO-20834,"Prod2 New - DF 3rd Party: TM Forum API: Customer Engagement - Digital Channels - 20834",DevFactory,DF 3rd Party,2021,25,0,24,0,Y,2,,,,25,2,2021
New,CENPRO-20833,"Prod2 New - DF 3rd Party: TM Forum API: Customer Engagement - Infrastructure - 20833",DevFactory,DF 3rd Party,2021,25,0,24,0,Y,2,,,,25,2,2021
New,CENPRO-20832,"Prod2 New - DF 3rd Party: TM Forum API: Customer Engagement - Support - 20832",DevFactory,DF 3rd Party,2021,27,0,38,0,Y,3,,,,27,3,2021
New,CENPRO-20831,"Prod2 New - DF 3rd Party: TM Forum API: OSS/BSS - Customer Engagement - 20831",DevFactory,DF 3rd Party,2021,25,0,23,0,Y,2,,,,25,2,2021
Cost Optimization,CENPRO-20247,"CO1 Cost Optimization - DevFactory: Cost Optimization Product: CO1 - AWS Change Manager for ESW Internal Change Notifications - 20247",DevFactory,DevFactory,2021,40,0,141,0,Y,4,,,,40,4,2021
Technical Teardown,CENPRO-19346,"Prod2 Technical Teardown - SLI Systems: SLI Systems: APE - 19346",Avolin,SLI Systems,2021,18,0,20,0,Y,2,,,,18,2,2021
Cost Optimization,CENPRO-19215,"CO1 Cost Optimization - DevFactory: Cost Optimization Product: CO1 - Move Aurora Instances to Graviton2 - 19215",DevFactory,DevFactory,2021,27,1,88,0,Y,3,46,4,2021,46,4,2021
Change,CENPRO-18908,"Prod2 Change - CopperTree: CallStream: CopperTree Prime website sign up for Kayako trial - 18908",CallStreams,CopperTree,2021,16,0,20,0,Y,2,,,,16,2,2021
Change,CENPRO-18259,"Prod2 Change - Jive: Jive Cloud: Use AWS Cognito for Jive Cloud - 18259",Aurea Jive,Jive,2021,17,0,52,0,Y,2,,,,17,2,2021
Change,CENPRO-17562,"Prod2 Change - ResponseTek: ResponseTek: Non-invasive ResponseTek SSO Integration - 17562",ZephyrTel,ResponseTek,2021,23,1,110,0,Y,2,,,,23,2,2021
Technical Teardown,CENPRO-16798,"Prod2 Technical Teardown - CNU: Other: Olive Marvel - 16798",DevFactory,CNU,2021,14,0,70,0,Y,2,,,,14,2,2021
Code Level Cost Reduction,CENPRO-16454,"Prod2 Code Level Cost Reduction - SLI Systems: SLI Systems: Eliminate GlusterFS from index distribution - 16454",Avolin,SLI Systems,2021,35,0,227,0,Y,3,,,,35,3,2021
Change,CENPRO-16436,"Prod2 Change - Sococo: Sococo: Faster and Efficient User On Boarding - 16436",Crossover,Sococo,2021,18,0,109,0,Y,2,,,,18,2,2021
Change,CENPRO-16424,"Prod2 Change - Business Apps: BiznessApps: FF 2 - Reduce the number of static instances in OpsWorks stacks to 1 and enable autoscaling - 16424",Think3,Business Apps,2021,17,0,103,0,Y,2,,,,17,2,2021
Change,CENPRO-15861,"Prod2 Change - Agemni: Agemni CMS: Migrate DB to Central - 15861",Avolin,Agemni,2021,4,0,31,0,Y,1,,,,4,1,2021
Change,CENPRO-15603,"Prod2 Change - Business Apps: BiznessApps: Prevent app rejection by Google's background location policy - 15603",Think3,Business Apps,2021,3,0,34,0,Y,1,,,,3,1,2021
Change,CENPRO-15194,"Prod2 Change - SLI Systems: SLI Systems: Template builder restart - 15194",Avolin,SLI Systems,2021,12,0,111,0,Y,1,,,,12,1,2021
Technical Teardown,CENPRO-14789,"Prod2 Technical Teardown - CNU: ConceptGraph: TT for ConceptGraph - 14789",DevFactory,CNU,2021,19,0,173,0,Y,2,,,,19,2,2021
New,CENPRO-14772,"Prod2 New - DevFactory: Cost Optimization Product: Cost Optimizer Process Orchestration - 14772",DevFactory,DevFactory,2020,52,1,34,0,Y,4,,,,52,4,2020
Cost Optimization,CENPRO-14673,"CO1 Cost Optimization - DevFactory: Cost Optimization Product: CO1 - S3 - Find buckets eligible for Intelligent-Tiering and enable it - 14673",DevFactory,DevFactory,2021,11,1,125,0,Y,1,36,3,2021,36,3,2021
Technical Teardown,CENPRO-14551,"Prod2 Technical Teardown - TPM: Other: TT for AWS CloudWatch - 14551",DevFactory,TPM,2020,53,0,48,0,Y,5,,,,53,5,2020
Cost Optimization,CENPRO-13712,"CO1 Cost Optimization - DevFactory: Cost Optimization Product: EBS Volume - Delete inactive EBS volumes - 13712",DevFactory,DevFactory,2021,12,0,165,0,Y,1,,,,12,1,2021
Cost Optimization,CENPRO-13279,"CO1 Cost Optimization - DevFactory: Cost Optimization Product: CO1 - EC2 - Find EC2 Instances with SSM Agent Issues - 13279",DevFactory,DevFactory,2021,2,0,101,0,Y,1,,,,2,1,2021
Rebuild,CENPRO-13239,"Prod2 Rebuild - Engine Yard: Other: Auto-submit invoices to netsuite - 13239",DevFactory,EngineYard,2020,45,0,33,0,Y,4,,,,45,4,2020
Change,CENPRO-13041,"Prod2 Change - Avolin: Pivotal: 3rd Party component upgrade - 13041",Avolin,Avolin,2020,52,0,89,0,Y,4,,,,52,4,2020
Technical Teardown,CENPRO-13026,"Prod2 Technical Teardown - DevFactory: Upland: RightAnswers Technical Teardown Spec - 13026",DevFactory,DevFactory,2020,49,0,69,0,Y,4,,,,49,4,2020
